row_id,service_year,county_code,county_name,payer,age_group_code,age_group_name,sex,unique_member_cnt,util_category,util_cnt,encounter_count,member_months,total_paid_amt_sum,total_paid_amt_mean,total_paid_amt_med,insurer_paid_amt_sum,insurer_paid_amt_mean,insurer_paid_amt_med,member_paid_amt_sum,member_paid_amt_mean,member_paid_amt_med
223052,2019,137,Saint Louis,MEDICARE,5,75 years and older,F,"2,023",Hospital Inpatient,"44,100","3,418","22,659","$32,855,704.54","$9,612.55","$8,294.54","$30,644,877.83","$8,965.73","$7,499.18","$2,210,826.71",$646.82,$250.00
223748,2019,141,Sherburne,MINNESOTA HEALTH CARE PROGRAMS,4,65 - 74 years,F,20,Hospital Inpatient Professional Services,285,130,225,"$9,557.04",$73.52,$7.41,"$9,550.64",$73.47,$7.41,$6.40,$0.05,$0.00
224684,2019,145,Stearns,MEDICARE,5,75 years and older,F,"1,994",Emergency department,"13,242","3,639","22,804","$1,117,956.61",$307.22,$185.24,"$957,984.93",$263.25,$148.24,"$159,971.68",$43.96,$34.20
225716,2019,151,Swift,MEDICARE,4,65 - 74 years,F,48,Hospital Inpatient,859,71,550,"$953,521.13","$13,429.88","$10,496.43","$902,284.95","$12,708.24","$9,301.32","$51,236.18",$721.64,$600.00
226604,2019,157,Wabasha,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,M,36,DME (Durable Medical Equipment),354,222,401,"$51,248.98",$230.85,$27.28,"$51,245.78",$230.84,$27.28,$3.20,$0.01,$0.00
227588,2019,163,Washington,COMMERCIAL,3,45 - 64 years,F,46,Outpatient Other,"3,206","1,557",543,"$658,728.33",$423.08,$192.37,"$642,642.02",$412.74,$173.26,"$16,086.31",$10.33,$0.00
228668,2019,169,Winona,COMMERCIAL,3,45 - 64 years,F,158,Emergency department,717,241,"1,820","$290,688.57","$1,206.18",$861.18,"$201,321.21",$835.36,$479.40,"$89,367.36",$370.82,$55.68
229412,2019,173,Yellow Medicine,COMMERCIAL,1,18 years and under,F,193,Clinic/Office,"2,076",821,"2,194","$169,005.24",$205.85,$141.11,"$115,775.17",$141.02,$41.85,"$53,230.07",$64.84,$18.81
226123,2019,153,Todd,MEDICARE,5,75 years and older,M,45,Home Health,"1,257",303,509,"$160,990.76",$531.32,$75.77,"$160,835.88",$530.81,$75.77,$154.88,$0.51,$0.00
227131,2019,159,Wadena,MEDICARE,5,75 years and older,F,126,Home Health,"3,070","1,476","1,451","$605,567.10",$410.28,$75.77,"$603,911.34",$409.15,$75.77,"$1,655.76",$1.12,$0.00
228067,2019,165,Watonwan,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,M,218,Emergency department,874,332,"2,396","$119,424.20",$359.71,$261.94,"$119,424.20",$359.71,$261.94,$0.00,$0.00,$0.00
229075,2019,171,Wright,COMMERCIAL,3,45 - 64 years,M,"2,144",Hospital Outpatient,"36,660","7,232","24,705","$12,894,830.79","$1,783.02",$446.12,"$11,301,469.33","$1,562.70",$276.25,"$1,593,361.46",$220.32,$0.00
198162,2019,001,Aitkin,MEDICARE,3,45 - 64 years,M,334,Hospital Outpatient,"15,247","2,808","3,859","$1,979,249.61",$704.86,$168.04,"$1,538,313.94",$547.83,$125.95,"$440,935.67",$157.03,$11.51
198786,2019,005,Becker,COMMERCIAL,5,75 years and older,F,24,Clinic/Office,329,160,288,"$17,631.62",$110.20,$27.89,"$14,381.31",$89.88,$23.65,"$3,250.31",$20.31,$0.00
199434,2019,007,Beltrami,MEDICARE,5,75 years and older,F,750,Emergency department,"5,812","1,666","8,618","$451,074.37",$270.75,$177.42,"$378,908.47",$227.44,$139.46,"$72,165.90",$43.32,$33.70
200298,2019,013,Blue Earth,COMMERCIAL,5,75 years and older,M,14,Clinic/Office,708,310,168,"$50,812.65",$163.91,$38.30,"$42,446.17",$136.92,$29.06,"$8,366.48",$26.99,$0.00
201210,2019,017,Carlton,MINNESOTA HEALTH CARE PROGRAMS,5,75 years and older,M,12,Hospice,273,209,78,"$139,851.16",$669.14,$0.00,"$139,851.16",$669.14,$0.00,$0.00,$0.00,$0.00
202098,2019,021,Cass,MEDICARE,4,65 - 74 years,F,179,Hospital Inpatient Professional Services,"4,230","1,410","2,095","$475,363.74",$337.14,$140.79,"$411,836.45",$292.08,$115.23,"$63,527.29",$45.05,$14.36
202938,2019,027,Clay,COMMERCIAL,2,19 - 44 years,F,692,Hospital Outpatient,"11,744","2,724","7,692","$2,340,327.19",$859.15,$225.02,"$1,810,923.03",$664.80,$95.55,"$529,404.16",$194.35,$0.00
225806,2019,153,Todd,COMMERCIAL,2,19 - 44 years,M,24,DME (Durable Medical Equipment),151,74,280,"$15,291.97",$206.65,$79.38,"$12,491.70",$168.81,$74.41,"$2,800.27",$37.84,$0.00
227054,2019,159,Wadena,MEDICARE,2,19 - 44 years,M,87,Clinic/Office,"1,275",726,"1,044","$157,281.43",$216.64,$218.15,"$125,231.41",$172.50,$141.45,"$32,050.02",$44.15,$28.80
227798,2019,163,Washington,MINNESOTA HEALTH CARE PROGRAMS,5,75 years and older,F,100,Emergency department,506,169,"1,089","$19,554.16",$115.71,$6.40,"$18,776.13",$111.10,$5.64,$778.03,$4.60,$0.00
228782,2019,169,Winona,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,M,137,Independent Lab,"1,454",853,"1,302","$104,544.34",$122.56,$69.68,"$104,515.94",$122.53,$69.68,$28.40,$0.03,$0.00
229406,2019,171,Wright,MEDICARE,5,75 years and older,M,302,Inpatient Non-acute,"7,862","1,584","3,292","$4,762,379.45","$3,006.55",$191.41,"$4,360,611.03","$2,752.91",$178.79,"$401,768.42",$253.64,$0.00
198578,2019,003,Anoka,MEDICARE,2,19 - 44 years,M,119,Hospital Inpatient Professional Services,"3,044",928,"1,414","$265,877.49",$286.51,$142.56,"$212,909.45",$229.43,$113.77,"$52,968.04",$57.08,$26.94
199394,2019,007,Beltrami,MEDICARE,3,45 - 64 years,M,705,Hospital Outpatient,"31,630","6,796","8,051","$2,817,720.11",$414.61,$189.70,"$2,295,356.47",$337.75,$150.76,"$522,363.64",$76.86,$36.60
200426,2019,013,Blue Earth,MINNESOTA HEALTH CARE PROGRAMS,4,65 - 74 years,M,20,Hospital Inpatient,432,29,225,"$35,045.86","$1,208.48","$1,295.71","$34,940.26","$1,204.84","$1,294.11",$105.60,$3.64,$0.00
201242,2019,017,Carlton,MEDICARE,2,19 - 44 years,M,23,Independent Lab,124,55,276,"$3,339.11",$60.71,$20.14,"$3,339.11",$60.71,$20.14,$0.00,$0.00,$0.00
202106,2019,021,Cass,MEDICARE,4,65 - 74 years,M,140,Ambulatory Surgery,575,175,"1,674","$196,916.30","$1,125.24",$615.48,"$170,627.02",$975.01,$512.45,"$26,289.28",$150.22,$50.00
202898,2019,025,Chisago,MEDICARE,5,75 years and older,M,382,Hospital Inpatient,"8,041",549,"4,240","$7,992,654.48","$14,558.57","$10,638.37","$7,599,664.81","$13,842.74","$9,889.14","$392,989.67",$715.83,$400.00
204002,2019,033,Cottonwood,COMMERCIAL,3,45 - 64 years,F,12,Hospital Inpatient Professional Services,75,37,141,"$30,377.53",$821.01,$220.30,"$19,429.04",$525.11,$141.11,"$10,948.49",$295.91,$99.64
204722,2019,037,Dakota,COMMERCIAL,1,18 years and under,M,297,Ambulatory Surgery,"1,608",325,"3,452","$1,260,668.21","$3,878.98","$3,030.33","$1,075,100.39","$3,308.00","$2,537.73","$185,567.82",$570.98,$62.67
205658,2019,041,Douglas,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,M,569,Hospital Outpatient,"12,730","2,988","6,051","$786,851.26",$263.34,$137.73,"$779,269.67",$260.80,$130.67,"$7,581.59",$2.54,$0.00
206330,2019,045,Fillmore,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,292,Emergency department,"1,727",620,"3,185","$198,048.87",$319.43,$249.66,"$196,946.42",$317.66,$247.72,"$1,102.45",$1.78,$0.00
207146,2019,049,Goodhue,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,M,113,Hospital Inpatient Professional Services,"4,325","1,732","1,214","$265,656.56",$153.38,$59.11,"$265,533.18",$153.31,$59.11,$123.38,$0.07,$0.00
208010,2019,053,Hennepin,MEDICARE,2,19 - 44 years,M,"1,939",Hospital Outpatient,"61,322","11,662","22,955","$5,817,005.46",$498.80,$192.32,"$4,730,132.55",$405.60,$148.44,"$1,086,872.91",$93.20,$40.20
208970,2019,059,Isanti,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,F,798,Hospital Outpatient,"7,241","2,188","9,032","$434,610.60",$198.63,$52.35,"$434,610.60",$198.63,$52.35,$0.00,$0.00,$0.00
209642,2019,063,Jackson,COMMERCIAL,1,18 years and under,F,41,Hospital Outpatient,189,77,443,"$47,359.17",$615.05,$198.90,"$19,425.44",$252.28,$0.00,"$27,933.73",$362.78,$120.60
210626,2019,067,Kandiyohi,MEDICARE,3,45 - 64 years,F,137,Independent Lab,835,292,"1,619","$40,842.19",$139.87,$28.91,"$40,630.88",$139.15,$28.91,$211.31,$0.72,$0.00
211778,2019,075,Lake,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,F,15,Ambulatory Surgery,42,15,178,"$24,489.73","$1,632.65","$1,158.29","$24,489.73","$1,632.65","$1,158.29",$0.00,$0.00,$0.00
212810,2019,081,Lincoln,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,F,49,Other,"6,478","3,115",574,"$521,157.59",$167.31,$146.51,"$520,864.59",$167.21,$146.51,$293.00,$0.09,$0.00
213698,2019,085,McLeod,MEDICARE,4,65 - 74 years,M,"1,270",Hospital Outpatient,"61,403","10,054","15,102","$4,739,671.22",$471.42,$178.12,"$3,942,358.12",$392.12,$142.07,"$797,313.10",$79.30,$21.94
214682,2019,091,Martin,MEDICARE,5,75 years and older,M,42,Ambulatory Surgery,418,71,504,"$82,942.42","$1,168.20",$844.34,"$65,729.48",$925.77,$672.18,"$17,212.94",$242.44,$167.45
215522,2019,097,Morrison,COMMERCIAL,3,45 - 64 years,F,219,Emergency department,995,331,"2,528","$325,829.55",$984.38,$816.75,"$219,327.87",$662.62,$517.38,"$106,501.68",$321.76,$47.31
216338,2019,101,Murray,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,287,Clinic/Office,"4,019","2,298","3,062","$222,289.14",$96.73,$83.66,"$218,528.11",$95.09,$81.35,"$3,761.03",$1.64,$0.00
198050,2019,001,Aitkin,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,F,21,Outpatient Other,"1,339",458,229,"$61,680.13",$134.67,$73.87,"$61,677.13",$134.67,$73.87,$3.00,$0.01,$0.00
198698,2019,005,Becker,COMMERCIAL,1,18 years and under,M,34,Independent Lab,160,55,396,"$6,293.46",$114.43,$55.54,"$5,143.65",$93.52,$38.79,"$1,149.81",$20.91,$0.00
199514,2019,009,Benton,COMMERCIAL,2,19 - 44 years,M,397,Hospital Outpatient,"5,205","1,046","4,496","$1,474,735.21","$1,409.88",$274.36,"$1,237,629.68","$1,183.20",$109.58,"$237,105.53",$226.68,$0.00
200618,2019,015,Brown,COMMERCIAL,2,19 - 44 years,M,13,Ambulatory Surgery,66,16,155,"$60,567.63","$3,785.48","$3,603.92","$54,967.47","$3,435.47","$2,775.17","$5,600.16",$350.01,$0.00
201410,2019,019,Carver,COMMERCIAL,3,45 - 64 years,F,"1,768",Other,"7,137","3,757","20,536","$1,168,406.01",$310.99,$146.40,"$958,749.00",$255.19,$77.62,"$209,657.01",$55.80,$0.00
202250,2019,023,Chippewa,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,F,190,Emergency department,717,310,"2,122","$89,110.74",$287.45,$267.13,"$89,110.74",$287.45,$267.13,$0.00,$0.00,$0.00
203042,2019,027,Clay,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,F,"1,757",Clinic/Office,"20,104","12,185","19,665","$1,294,768.40",$106.26,$92.16,"$1,294,768.40",$106.26,$92.16,$0.00,$0.00,$0.00
204242,2019,033,Cottonwood,MEDICARE,4,65 - 74 years,F,247,Other,"4,978","3,212","2,953","$301,474.14",$93.86,$76.41,"$284,565.49",$88.59,$76.41,"$16,908.65",$5.26,$0.00
204842,2019,037,Dakota,COMMERCIAL,5,75 years and older,F,81,Inpatient Non-acute,"2,208",625,906,"$200,162.67",$320.26,$30.14,"$197,659.31",$316.25,$26.28,"$2,503.36",$4.01,$0.00
205802,2019,041,Douglas,MEDICARE,3,45 - 64 years,M,541,Clinic/Office,"7,882","3,639","6,240","$399,146.30",$109.69,$88.31,"$306,892.65",$84.33,$59.20,"$92,253.65",$25.35,$18.20
198038,2019,001,Aitkin,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,F,477,Clinic/Office,"6,741","4,127","5,352","$477,806.55",$115.78,$80.10,"$462,405.04",$112.04,$69.00,"$15,401.51",$3.73,$0.00
198902,2019,005,Becker,MINNESOTA HEALTH CARE PROGRAMS,4,65 - 74 years,F,27,DME (Durable Medical Equipment),190,102,310,"$5,396.27",$52.90,$10.21,"$5,396.27",$52.90,$10.21,$0.00,$0.00,$0.00
199790,2019,009,Benton,MEDICARE,3,45 - 64 years,F,271,Independent Lab,"3,164",805,"3,197","$62,201.87",$77.27,$27.00,"$61,389.80",$76.26,$26.21,$812.07,$1.01,$0.00
200654,2019,015,Brown,COMMERCIAL,3,45 - 64 years,M,53,Hospital Inpatient Professional Services,921,349,622,"$349,961.78","$1,002.76",$367.56,"$319,812.12",$916.37,$338.51,"$30,149.66",$86.39,$0.00
201422,2019,019,Carver,COMMERCIAL,3,45 - 64 years,M,"1,663",Hospital Outpatient,"31,615","6,243","19,261","$10,381,546.97","$1,662.91",$359.34,"$9,300,551.81","$1,489.76",$265.48,"$1,080,995.16",$173.15,$0.00
202214,2019,023,Chippewa,COMMERCIAL,3,45 - 64 years,M,55,Emergency department,258,85,640,"$76,312.01",$897.79,$757.46,"$54,124.40",$636.76,$545.96,"$22,187.61",$261.03,$0.00
203102,2019,027,Clay,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,F,188,Ambulance,"1,732",695,"2,148","$164,153.93",$236.19,$112.00,"$164,137.93",$236.17,$112.00,$16.00,$0.02,$0.00
204110,2019,033,Cottonwood,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,F,13,Outpatient Other,301,133,148,"$17,210.82",$129.40,$118.17,"$17,201.82",$129.34,$118.17,$9.00,$0.07,$0.00
204902,2019,037,Dakota,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,"9,223",Hospital Outpatient,"189,841","37,496","98,815","$15,917,458.89",$424.51,$128.91,"$15,863,601.58",$423.07,$127.40,"$53,857.31",$1.44,$0.00
205646,2019,041,Douglas,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,16,Inpatient Non-acute Professional Services,"1,077","1,072",181,"$387,490.95",$361.47,$363.13,"$387,484.55",$361.46,$363.13,$6.40,$0.01,$0.00
206582,2019,047,Freeborn,COMMERCIAL,2,19 - 44 years,F,176,Hospital Outpatient,"2,040",470,"2,011","$918,172.02","$1,953.56",$407.92,"$777,798.71","$1,654.89",$274.70,"$140,373.31",$298.67,$0.00
207662,2019,053,Hennepin,COMMERCIAL,1,18 years and under,F,"8,407",Hospital Outpatient,"91,063","27,235","95,187","$22,226,767.93",$816.11,$334.92,"$19,355,459.32",$710.68,$255.81,"$2,871,308.61",$105.43,$0.00
208406,2019,055,Houston,MEDICARE,5,75 years and older,F,726,Clinic/Office,"9,902","5,607","8,565","$489,137.24",$87.24,$40.86,"$389,772.74",$69.52,$29.82,"$99,364.50",$17.72,$5.70
209102,2019,059,Isanti,MINNESOTA HEALTH CARE PROGRAMS,5,75 years and older,M,11,Hospital Outpatient,151,25,128,"$4,058.55",$162.34,$0.00,"$4,058.55",$162.34,$0.00,$0.00,$0.00,$0.00
209966,2019,065,Kanabec,COMMERCIAL,1,18 years and under,M,16,Hospital Inpatient,106,17,132,"$159,424.12","$9,377.89","$4,597.00","$146,336.46","$8,608.03","$4,597.00","$13,087.66",$769.86,$230.17
210830,2019,069,Kittson,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,M,86,Clinic/Office,613,398,917,"$30,066.55",$75.54,$58.33,"$28,591.10",$71.84,$55.34,"$1,475.45",$3.71,$0.00
203778,2019,031,Cook,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,39,Other,"1,361",967,440,"$138,215.91",$142.93,$105.58,"$138,143.51",$142.86,$105.58,$72.40,$0.07,$0.00
204570,2019,035,Crow Wing,MINNESOTA HEALTH CARE PROGRAMS,5,75 years and older,M,26,Emergency department,121,50,289,"$4,056.67",$81.13,$0.00,"$4,037.47",$80.75,$0.00,$19.20,$0.38,$0.00
205290,2019,039,Dodge,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,F,21,Hospital Inpatient,463,32,240,"$223,565.91","$6,986.43","$4,471.02","$222,095.11","$6,940.47","$4,471.02","$1,470.80",$45.96,$0.00
206250,2019,045,Fillmore,COMMERCIAL,2,19 - 44 years,M,42,Other,127,52,487,"$31,124.55",$598.55,$123.72,"$24,250.68",$466.36,$43.63,"$6,873.87",$132.19,$18.04
207306,2019,049,Goodhue,MEDICARE,5,75 years and older,F,"1,122",Other,"20,815","15,676","13,152","$2,067,194.64",$131.87,$87.96,"$1,878,704.13",$119.85,$77.25,"$188,490.51",$12.02,$0.00
208170,2019,055,Houston,COMMERCIAL,3,45 - 64 years,M,39,Other,133,54,447,"$9,651.71",$178.74,$136.00,"$4,928.72",$91.27,$31.98,"$4,722.99",$87.46,$34.45
209178,2019,059,Isanti,MEDICARE,4,65 - 74 years,F,152,Independent Lab,"1,165",314,"1,804","$48,384.92",$154.09,$39.67,"$47,561.51",$151.47,$38.17,$823.41,$2.62,$0.00
209922,2019,063,Jackson,MEDICARE,5,75 years and older,F,74,DME (Durable Medical Equipment),680,422,855,"$59,673.60",$141.41,$65.50,"$46,736.65",$110.75,$41.32,"$12,936.95",$30.66,$13.82
210810,2019,069,Kittson,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,M,118,Hospital Outpatient,"1,132",346,"1,309","$114,026.51",$329.56,$147.23,"$114,026.51",$329.56,$147.23,$0.00,$0.00,$0.00
211842,2019,075,Lake,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,F,166,Hospital Outpatient,"6,075","1,552","1,918","$642,108.00",$413.73,$149.64,"$638,367.22",$411.32,$148.19,"$3,740.78",$2.41,$0.00
213090,2019,083,Lyon,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,M,90,Hospital Inpatient Professional Services,641,352,701,"$50,470.04",$143.38,$81.26,"$50,470.04",$143.38,$81.26,$0.00,$0.00,$0.00
214146,2019,089,Marshall,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,M,126,Emergency department,429,195,"1,425","$45,444.44",$233.05,$237.86,"$45,444.44",$233.05,$237.86,$0.00,$0.00,$0.00
215130,2019,095,Mille Lacs,COMMERCIAL,3,45 - 64 years,F,16,Home Health,203,176,189,"$26,317.33",$149.53,$88.20,"$24,300.43",$138.07,$88.20,"$2,016.90",$11.46,$0.00
215994,2019,099,Mower,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,M,"2,106",Hospital Outpatient,"27,664","8,525","23,437","$1,460,708.42",$171.34,$106.74,"$1,460,708.42",$171.34,$106.74,$0.00,$0.00,$0.00
216906,2019,103,Nicollet,MEDICARE,5,75 years and older,F,111,Ambulatory Surgery,845,179,"1,325","$244,073.18","$1,363.54",$893.74,"$203,412.37","$1,136.38",$725.35,"$40,660.81",$227.16,$155.31
217866,2019,109,Olmsted,MINNESOTA HEALTH CARE PROGRAMS,5,75 years and older,M,33,Hospice,773,565,271,"$385,625.73",$682.52,$0.00,"$385,625.73",$682.52,$0.00,$0.00,$0.00,$0.00
218730,2019,113,Pennington,MEDICARE,5,75 years and older,M,385,Clinic/Office,"5,214","2,321","4,524","$403,266.19",$173.75,$106.82,"$332,776.66",$143.38,$81.05,"$70,489.53",$30.37,$21.71
219786,2019,119,Polk,MEDICARE,4,65 - 74 years,M,144,Hospital Inpatient,"3,603",232,"1,654","$4,202,675.77","$18,114.98","$12,398.10","$4,021,468.73","$17,333.92","$11,595.55","$181,207.04",$781.06,$800.00
220554,2019,123,Ramsey,MEDICARE,3,45 - 64 years,M,"1,148",Hospital Inpatient,"36,268","2,228","13,167","$32,215,983.83","$14,459.60","$10,372.44","$30,117,928.80","$13,517.92","$9,492.49","$2,098,055.03",$941.68,"$1,364.00"
221586,2019,129,Renville,MEDICARE,5,75 years and older,M,226,Other,"2,723","1,746","2,606","$153,370.40",$87.84,$7.06,"$129,729.15",$74.30,$6.81,"$23,641.25",$13.54,$0.00
222642,2019,135,Roseau,MEDICARE,5,75 years and older,M,103,DME (Durable Medical Equipment),938,526,"1,224","$51,324.23",$97.57,$70.23,"$39,889.87",$75.84,$56.18,"$11,434.36",$21.74,$14.63
223314,2019,139,Scott,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,M,69,Outpatient Other,"5,331","2,479",743,"$287,321.22",$115.90,$95.31,"$287,321.22",$115.90,$95.31,$0.00,$0.00,$0.00
224010,2019,143,Sibley,COMMERCIAL,4,65 - 74 years,M,16,Clinic/Office,185,74,183,"$21,986.66",$297.12,$175.82,"$17,190.97",$232.31,$139.88,"$4,795.69",$64.81,$25.00
224706,2019,145,Stearns,MEDICARE,5,75 years and older,M,"2,207",Independent Lab,"26,221","7,694","25,888","$411,403.60",$53.47,$22.97,"$397,523.43",$51.67,$22.97,"$13,880.17",$1.80,$0.00
225714,2019,151,Swift,MEDICARE,4,65 - 74 years,F,19,Home Health,937,650,224,"$135,569.02",$208.57,$75.77,"$135,569.02",$208.57,$75.77,$0.00,$0.00,$0.00
227034,2019,159,Wadena,MINNESOTA HEALTH CARE PROGRAMS,5,75 years and older,M,34,Hospital Outpatient,"1,053",189,369,"$31,232.28",$165.25,$10.00,"$31,222.68",$165.20,$10.00,$9.60,$0.05,$0.00
211862,2019,075,Lake,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,M,11,Outpatient Other,"1,368",606,132,"$72,398.69",$119.47,$20.10,"$72,398.69",$119.47,$20.10,$0.00,$0.00,$0.00
213086,2019,083,Lyon,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,M,53,DME (Durable Medical Equipment),270,123,601,"$25,478.24",$207.14,$49.07,"$25,478.24",$207.14,$49.07,$0.00,$0.00,$0.00
214022,2019,087,Mahnomen,MEDICARE,5,75 years and older,M,103,Clinic/Office,"1,174",683,"1,182","$84,629.94",$123.91,$107.29,"$59,697.51",$87.40,$71.83,"$24,932.43",$36.50,$22.36
215030,2019,093,Meeker,MEDICARE,4,65 - 74 years,M,209,Emergency department,"1,542",347,"2,434","$90,724.35",$261.45,$192.08,"$81,286.58",$234.26,$167.43,"$9,437.77",$27.20,$0.00
215798,2019,097,Morrison,MEDICARE,3,45 - 64 years,M,140,Independent Lab,"1,464",395,"1,623","$33,794.88",$85.56,$25.43,"$33,401.88",$84.56,$24.25,$393.00,$0.99,$0.00
216758,2019,103,Nicollet,MINNESOTA HEALTH CARE PROGRAMS,4,65 - 74 years,F,14,Ambulance,543,264,167,"$7,067.92",$26.77,$7.48,"$7,067.92",$26.77,$7.48,$0.00,$0.00,$0.00
217790,2019,109,Olmsted,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,F,"1,015",Emergency department,"7,835","2,447","11,040","$813,791.85",$332.57,$246.31,"$807,459.70",$329.98,$245.99,"$6,332.15",$2.59,$0.00
218558,2019,113,Pennington,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,F,197,Clinic/Office,"2,917","1,505","2,221","$252,966.70",$168.08,$72.12,"$248,742.50",$165.28,$70.32,"$4,224.20",$2.81,$0.00
219542,2019,119,Polk,COMMERCIAL,4,65 - 74 years,M,18,Other,143,78,215,"$7,485.99",$95.97,$57.09,"$6,468.39",$82.93,$49.72,"$1,017.60",$13.05,$0.00
220358,2019,123,Ramsey,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,M,108,Outpatient Other,"2,779","1,837","1,173","$252,008.53",$137.18,$107.19,"$252,008.53",$137.18,$107.19,$0.00,$0.00,$0.00
221222,2019,127,Redwood,MEDICARE,5,75 years and older,M,245,Emergency department,"1,527",466,"2,722","$127,124.91",$272.80,$67.49,"$110,553.33",$237.24,$48.20,"$16,571.58",$35.56,$2.19
222086,2019,133,Rock,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,F,25,Hospital Inpatient Professional Services,326,184,227,"$21,665.22",$117.75,$76.05,"$21,665.22",$117.75,$76.05,$0.00,$0.00,$0.00
222926,2019,137,Saint Louis,MINNESOTA HEALTH CARE PROGRAMS,5,75 years and older,F,171,Clinic/Office,"1,657",949,"1,953","$37,534.53",$39.55,$11.63,"$37,265.41",$39.27,$10.09,$269.12,$0.28,$0.00
223550,2019,141,Sherburne,COMMERCIAL,2,19 - 44 years,M,108,Hospital Inpatient,"1,409",138,"1,228","$2,561,037.83","$18,558.25","$6,209.06","$2,493,293.03","$18,067.34","$5,973.41","$67,744.80",$490.90,$0.00
224390,2019,145,Stearns,COMMERCIAL,4,65 - 74 years,M,234,Hospital Outpatient,"4,644","1,133","2,775","$1,046,815.22",$923.93,$270.59,"$913,880.41",$806.60,$157.94,"$132,934.81",$117.33,$0.00
225062,2019,147,Steele,MEDICARE,4,65 - 74 years,M,224,Independent Lab,728,326,"2,685","$44,011.87",$135.01,$38.68,"$43,128.06",$132.29,$33.18,$883.81,$2.71,$0.00
198220,2019,001,Aitkin,MEDICARE,5,75 years and older,M,32,Hospice,"2,113",85,219,"$268,841.67","$3,162.84","$4,119.76","$268,841.67","$3,162.84","$4,119.76",$0.00,$0.00,$0.00
198868,2019,005,Becker,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,F,33,Ambulatory Surgery,191,38,371,"$32,934.76",$866.70,$698.90,"$32,522.48",$855.85,$695.92,$412.28,$10.85,$0.00
199660,2019,009,Benton,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,M,41,Inpatient Non-acute,484,281,437,"$371,307.30","$1,321.38",$839.40,"$371,307.30","$1,321.38",$839.40,$0.00,$0.00,$0.00
200572,2019,013,Blue Earth,MEDICARE,5,75 years and older,M,642,Emergency department,"5,744","1,425","7,257","$475,270.64",$333.52,$195.24,"$415,064.67",$291.27,$159.13,"$60,205.97",$42.25,$35.39
201364,2019,019,Carver,COMMERCIAL,1,18 years and under,M,"1,366",Other,"4,791","2,572","15,776","$695,740.88",$270.51,$179.80,"$454,041.85",$176.53,$84.52,"$241,699.03",$93.97,$30.00
198234,2019,003,Anoka,COMMERCIAL,1,18 years and under,F,"1,336",Emergency department,"5,107","1,901","15,247","$1,924,055.47","$1,012.13",$843.56,"$1,335,429.11",$702.49,$556.64,"$588,626.36",$309.64,$100.00
198858,2019,005,Becker,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,M,73,Hospital Inpatient,869,103,754,"$1,024,324.09","$9,944.89","$5,724.65","$1,023,026.09","$9,932.29","$5,724.65","$1,298.00",$12.60,$0.00
199530,2019,009,Benton,COMMERCIAL,3,45 - 64 years,F,522,Independent Lab,"3,557",880,"6,088","$167,916.45",$190.81,$73.46,"$132,640.71",$150.73,$34.62,"$35,275.74",$40.09,$0.00
200370,2019,013,Blue Earth,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,M,216,Outpatient Other,"6,251","5,012","2,167","$564,376.36",$112.61,$105.09,"$564,376.36",$112.61,$105.09,$0.00,$0.00,$0.00
